age,sex,date,state,ethnicity,population
15-19,male,2020-01-01,Pahang,indian,3.1
20-24,male,2020-01-01,Pahang,indian,2.5
25-29,male,2020-01-01,Pahang,indian,2.1
30-34,male,2020-01-01,Pahang,indian,2.1
35-39,male,2020-01-01,Pahang,indian,2.4
40-44,male,2020-01-01,Pahang,indian,2.2
45-49,male,2020-01-01,Pahang,indian,1.8
50-54,male,2020-01-01,Pahang,indian,1.4
55-59,male,2020-01-01,Pahang,indian,1.3
60-64,male,2020-01-01,Pahang,indian,1.0
65-69,male,2020-01-01,Pahang,indian,0.7
70-74,male,2020-01-01,Pahang,indian,0.4
75-79,male,2020-01-01,Pahang,indian,0.3
80-84,male,2020-01-01,Pahang,indian,0.1
85+,male,2020-01-01,Pahang,indian,0.1
overall_age,female,2020-01-01,Pahang,indian,27.4
0-4,female,2020-01-01,Pahang,indian,1.8
5-9,female,2020-01-01,Pahang,indian,2.3
10-14,female,2020-01-01,Pahang,indian,2.6
15-19,female,2020-01-01,Pahang,indian,2.9
20-24,female,2020-01-01,Pahang,indian,2.2
25-29,female,2020-01-01,Pahang,indian,1.8
30-34,female,2020-01-01,Pahang,indian,1.9
35-39,female,2020-01-01,Pahang,indian,2.2
40-44,female,2020-01-01,Pahang,indian,2.3
45-49,female,2020-01-01,Pahang,indian,1.8
50-54,female,2020-01-01,Pahang,indian,1.3
55-59,female,2020-01-01,Pahang,indian,1.3
60-64,female,2020-01-01,Pahang,indian,1.1
65-69,female,2020-01-01,Pahang,indian,0.7
70-74,female,2020-01-01,Pahang,indian,0.6
75-79,female,2020-01-01,Pahang,indian,0.2
80-84,female,2020-01-01,Pahang,indian,0.2
85+,female,2020-01-01,Pahang,indian,0.1
overall_age,overall_sex,2020-01-01,Perak,indian,270.8
0-4,overall_sex,2020-01-01,Perak,indian,14.8
5-9,overall_sex,2020-01-01,Perak,indian,20.9
10-14,overall_sex,2020-01-01,Perak,indian,21.9
15-19,overall_sex,2020-01-01,Perak,indian,25.8
20-24,overall_sex,2020-01-01,Perak,indian,21.8
25-29,overall_sex,2020-01-01,Perak,indian,19.3
30-34,overall_sex,2020-01-01,Perak,indian,18.9
35-39,overall_sex,2020-01-01,Perak,indian,20.3
40-44,overall_sex,2020-01-01,Perak,indian,20.6
45-49,overall_sex,2020-01-01,Perak,indian,15.7
50-54,overall_sex,2020-01-01,Perak,indian,15.2
55-59,overall_sex,2020-01-01,Perak,indian,17.0
60-64,overall_sex,2020-01-01,Perak,indian,14.3
65-69,overall_sex,2020-01-01,Perak,indian,10.9
70-74,overall_sex,2020-01-01,Perak,indian,7.0
75-79,overall_sex,2020-01-01,Perak,indian,3.1
80-84,overall_sex,2020-01-01,Perak,indian,1.9
85+,overall_sex,2020-01-01,Perak,indian,1.2
overall_age,male,2020-01-01,Perak,indian,132.7
0-4,male,2020-01-01,Perak,indian,7.5
5-9,male,2020-01-01,Perak,indian,10.9
10-14,male,2020-01-01,Perak,indian,11.5
15-19,male,2020-01-01,Perak,indian,13.5
20-24,male,2020-01-01,Perak,indian,11.1
25-29,male,2020-01-01,Perak,indian,9.7
30-34,male,2020-01-01,Perak,indian,9.3
35-39,male,2020-01-01,Perak,indian,10.1
40-44,male,2020-01-01,Perak,indian,10.1
45-49,male,2020-01-01,Perak,indian,7.3
50-54,male,2020-01-01,Perak,indian,7.0
55-59,male,2020-01-01,Perak,indian,7.9
60-64,male,2020-01-01,Perak,indian,6.4
65-69,male,2020-01-01,Perak,indian,4.9
70-74,male,2020-01-01,Perak,indian,3.1
75-79,male,2020-01-01,Perak,indian,1.4
80-84,male,2020-01-01,Perak,indian,0.8
85+,male,2020-01-01,Perak,indian,0.4
overall_age,female,2020-01-01,Perak,indian,138.1
0-4,female,2020-01-01,Perak,indian,7.3
5-9,female,2020-01-01,Perak,indian,10.0
10-14,female,2020-01-01,Perak,indian,10.4
15-19,female,2020-01-01,Perak,indian,12.4
20-24,female,2020-01-01,Perak,indian,10.8
25-29,female,2020-01-01,Perak,indian,9.6
30-34,female,2020-01-01,Perak,indian,9.6
35-39,female,2020-01-01,Perak,indian,10.2
40-44,female,2020-01-01,Perak,indian,10.5
45-49,female,2020-01-01,Perak,indian,8.5
50-54,female,2020-01-01,Perak,indian,8.2
55-59,female,2020-01-01,Perak,indian,9.2
60-64,female,2020-01-01,Perak,indian,7.8
65-69,female,2020-01-01,Perak,indian,6.0
70-74,female,2020-01-01,Perak,indian,3.9
75-79,female,2020-01-01,Perak,indian,1.7
80-84,female,2020-01-01,Perak,indian,1.2
85+,female,2020-01-01,Perak,indian,0.8
overall_age,overall_sex,2020-01-01,Perlis,indian,5.1
0-4,overall_sex,2020-01-01,Perlis,indian,0.2
5-9,overall_sex,2020-01-01,Perlis,indian,0.2
10-14,overall_sex,2020-01-01,Perlis,indian,0.3
15-19,overall_sex,2020-01-01,Perlis,indian,0.7
20-24,overall_sex,2020-01-01,Perlis,indian,1.3
25-29,overall_sex,2020-01-01,Perlis,indian,0.4
30-34,overall_sex,2020-01-01,Perlis,indian,0.2
35-39,overall_sex,2020-01-01,Perlis,indian,0.2
40-44,overall_sex,2020-01-01,Perlis,indian,0.6
45-49,overall_sex,2020-01-01,Perlis,indian,0.2
50-54,overall_sex,2020-01-01,Perlis,indian,0.1
55-59,overall_sex,2020-01-01,Perlis,indian,0.2
60-64,overall_sex,2020-01-01,Perlis,indian,0.1
65-69,overall_sex,2020-01-01,Perlis,indian,0.1
70-74,overall_sex,2020-01-01,Perlis,indian,0.1
75-79,overall_sex,2020-01-01,Perlis,indian,0.0
80-84,overall_sex,2020-01-01,Perlis,indian,0.0
85+,overall_sex,2020-01-01,Perlis,indian,0.0
overall_age,male,2020-01-01,Perlis,indian,2.6
0-4,male,2020-01-01,Perlis,indian,0.1
5-9,male,2020-01-01,Perlis,indian,0.1
10-14,male,2020-01-01,Perlis,indian,0.1
15-19,male,2020-01-01,Perlis,indian,0.4
20-24,male,2020-01-01,Perlis,indian,0.7
25-29,male,2020-01-01,Perlis,indian,0.2
30-34,male,2020-01-01,Perlis,indian,0.1
35-39,male,2020-01-01,Perlis,indian,0.1
40-44,male,2020-01-01,Perlis,indian,0.3
45-49,male,2020-01-01,Perlis,indian,0.1
50-54,male,2020-01-01,Perlis,indian,0.1
55-59,male,2020-01-01,Perlis,indian,0.1
60-64,male,2020-01-01,Perlis,indian,0.1
65-69,male,2020-01-01,Perlis,indian,0.1
70-74,male,2020-01-01,Perlis,indian,0.0
75-79,male,2020-01-01,Perlis,indian,0.0
80-84,male,2020-01-01,Perlis,indian,0.0
85+,male,2020-01-01,Perlis,indian,0.0
overall_age,female,2020-01-01,Perlis,indian,2.5
0-4,female,2020-01-01,Perlis,indian,0.1
5-9,female,2020-01-01,Perlis,indian,0.1
10-14,female,2020-01-01,Perlis,indian,0.1
15-19,female,2020-01-01,Perlis,indian,0.3
20-24,female,2020-01-01,Perlis,indian,0.7
25-29,female,2020-01-01,Perlis,indian,0.2
30-34,female,2020-01-01,Perlis,indian,0.1
35-39,female,2020-01-01,Perlis,indian,0.1
40-44,female,2020-01-01,Perlis,indian,0.3
45-49,female,2020-01-01,Perlis,indian,0.1
50-54,female,2020-01-01,Perlis,indian,0.1
55-59,female,2020-01-01,Perlis,indian,0.1
60-64,female,2020-01-01,Perlis,indian,0.1
65-69,female,2020-01-01,Perlis,indian,0.1
70-74,female,2020-01-01,Perlis,indian,0.0
75-79,female,2020-01-01,Perlis,indian,0.0
80-84,female,2020-01-01,Perlis,indian,0.0
85+,female,2020-01-01,Perlis,indian,0.0
overall_age,overall_sex,2020-01-01,Pulau Pinang,indian,155.5
0-4,overall_sex,2020-01-01,Pulau Pinang,indian,8.7
5-9,overall_sex,2020-01-01,Pulau Pinang,indian,10.2
10-14,overall_sex,2020-01-01,Pulau Pinang,indian,12.1
15-19,overall_sex,2020-01-01,Pulau Pinang,indian,13.2
20-24,overall_sex,2020-01-01,Pulau Pinang,indian,13.3
25-29,overall_sex,2020-01-01,Pulau Pinang,indian,13.4
30-34,overall_sex,2020-01-01,Pulau Pinang,indian,12.2
35-39,overall_sex,2020-01-01,Pulau Pinang,indian,12.8
40-44,overall_sex,2020-01-01,Pulau Pinang,indian,10.9
45-49,overall_sex,2020-01-01,Pulau Pinang,indian,10.9
50-54,overall_sex,2020-01-01,Pulau Pinang,indian,10.1
55-59,overall_sex,2020-01-01,Pulau Pinang,indian,9.6
60-64,overall_sex,2020-01-01,Pulau Pinang,indian,8.1
65-69,overall_sex,2020-01-01,Pulau Pinang,indian,4.9
70-74,overall_sex,2020-01-01,Pulau Pinang,indian,2.8
75-79,overall_sex,2020-01-01,Pulau Pinang,indian,1.3
80-84,overall_sex,2020-01-01,Pulau Pinang,indian,0.6
85+,overall_sex,2020-01-01,Pulau Pinang,indian,0.3
overall_age,male,2020-01-01,Pulau Pinang,indian,78.5
0-4,male,2020-01-01,Pulau Pinang,indian,4.8
5-9,male,2020-01-01,Pulau Pinang,indian,5.4
10-14,male,2020-01-01,Pulau Pinang,indian,6.5
15-19,male,2020-01-01,Pulau Pinang,indian,6.8
20-24,male,2020-01-01,Pulau Pinang,indian,6.8
25-29,male,2020-01-01,Pulau Pinang,indian,6.7
30-34,male,2020-01-01,Pulau Pinang,indian,6.1
35-39,male,2020-01-01,Pulau Pinang,indian,6.8
40-44,male,2020-01-01,Pulau Pinang,indian,5.6
45-49,male,2020-01-01,Pulau Pinang,indian,5.4
50-54,male,2020-01-01,Pulau Pinang,indian,4.8
55-59,male,2020-01-01,Pulau Pinang,indian,4.6
60-64,male,2020-01-01,Pulau Pinang,indian,3.7
65-69,male,2020-01-01,Pulau Pinang,indian,2.3
70-74,male,2020-01-01,Pulau Pinang,indian,1.3
75-79,male,2020-01-01,Pulau Pinang,indian,0.6
80-84,male,2020-01-01,Pulau Pinang,indian,0.3
85+,male,2020-01-01,Pulau Pinang,indian,0.1
overall_age,female,2020-01-01,Pulau Pinang,indian,77.0
0-4,female,2020-01-01,Pulau Pinang,indian,4.0
5-9,female,2020-01-01,Pulau Pinang,indian,4.8
10-14,female,2020-01-01,Pulau Pinang,indian,5.6
15-19,female,2020-01-01,Pulau Pinang,indian,6.4
20-24,female,2020-01-01,Pulau Pinang,indian,6.5
25-29,female,2020-01-01,Pulau Pinang,indian,6.7
30-34,female,2020-01-01,Pulau Pinang,indian,6.1
35-39,female,2020-01-01,Pulau Pinang,indian,6.1
40-44,female,2020-01-01,Pulau Pinang,indian,5.3
45-49,female,2020-01-01,Pulau Pinang,indian,5.6
50-54,female,2020-01-01,Pulau Pinang,indian,5.3
55-59,female,2020-01-01,Pulau Pinang,indian,5.0
60-64,female,2020-01-01,Pulau Pinang,indian,4.4
65-69,female,2020-01-01,Pulau Pinang,indian,2.5
70-74,female,2020-01-01,Pulau Pinang,indian,1.5
75-79,female,2020-01-01,Pulau Pinang,indian,0.7
80-84,female,2020-01-01,Pulau Pinang,indian,0.4
85+,female,2020-01-01,Pulau Pinang,indian,0.2
overall_age,overall_sex,2020-01-01,Sabah,indian,6.0
0-4,overall_sex,2020-01-01,Sabah,indian,0.5
5-9,overall_sex,2020-01-01,Sabah,indian,0.6
10-14,overall_sex,2020-01-01,Sabah,indian,0.5
15-19,overall_sex,2020-01-01,Sabah,indian,0.7
20-24,overall_sex,2020-01-01,Sabah,indian,0.6
25-29,overall_sex,2020-01-01,Sabah,indian,0.7
30-34,overall_sex,2020-01-01,Sabah,indian,0.5
35-39,overall_sex,2020-01-01,Sabah,indian,0.4
40-44,overall_sex,2020-01-01,Sabah,indian,0.3
45-49,overall_sex,2020-01-01,Sabah,indian,0.2
50-54,overall_sex,2020-01-01,Sabah,indian,0.2
55-59,overall_sex,2020-01-01,Sabah,indian,0.2
60-64,overall_sex,2020-01-01,Sabah,indian,0.2
65-69,overall_sex,2020-01-01,Sabah,indian,0.2
70-74,overall_sex,2020-01-01,Sabah,indian,0.1
75-79,overall_sex,2020-01-01,Sabah,indian,0.0
80-84,overall_sex,2020-01-01,Sabah,indian,0.0
85+,overall_sex,2020-01-01,Sabah,indian,0.0
overall_age,male,2020-01-01,Sabah,indian,3.4
0-4,male,2020-01-01,Sabah,indian,0.3
5-9,male,2020-01-01,Sabah,indian,0.3
10-14,male,2020-01-01,Sabah,indian,0.3
15-19,male,2020-01-01,Sabah,indian,0.4
20-24,male,2020-01-01,Sabah,indian,0.4
25-29,male,2020-01-01,Sabah,indian,0.4
30-34,male,2020-01-01,Sabah,indian,0.3
35-39,male,2020-01-01,Sabah,indian,0.2
40-44,male,2020-01-01,Sabah,indian,0.2
45-49,male,2020-01-01,Sabah,indian,0.1
50-54,male,2020-01-01,Sabah,indian,0.1
55-59,male,2020-01-01,Sabah,indian,0.1
60-64,male,2020-01-01,Sabah,indian,0.1
65-69,male,2020-01-01,Sabah,indian,0.1
70-74,male,2020-01-01,Sabah,indian,0.0
75-79,male,2020-01-01,Sabah,indian,0.0
80-84,male,2020-01-01,Sabah,indian,0.0
85+,male,2020-01-01,Sabah,indian,0.0
overall_age,female,2020-01-01,Sabah,indian,2.6
0-4,female,2020-01-01,Sabah,indian,0.2
5-9,female,2020-01-01,Sabah,indian,0.3
10-14,female,2020-01-01,Sabah,indian,0.3
15-19,female,2020-01-01,Sabah,indian,0.3
20-24,female,2020-01-01,Sabah,indian,0.2
25-29,female,2020-01-01,Sabah,indian,0.3
30-34,female,2020-01-01,Sabah,indian,0.2
35-39,female,2020-01-01,Sabah,indian,0.2
40-44,female,2020-01-01,Sabah,indian,0.1
45-49,female,2020-01-01,Sabah,indian,0.1
50-54,female,2020-01-01,Sabah,indian,0.1
55-59,female,2020-01-01,Sabah,indian,0.1
60-64,female,2020-01-01,Sabah,indian,0.1
65-69,female,2020-01-01,Sabah,indian,0.1
70-74,female,2020-01-01,Sabah,indian,0.0
75-79,female,2020-01-01,Sabah,indian,0.0
80-84,female,2020-01-01,Sabah,indian,0.0
85+,female,2020-01-01,Sabah,indian,0.0
overall_age,overall_sex,2020-01-01,Sarawak,indian,5.1
0-4,overall_sex,2020-01-01,Sarawak,indian,0.3
5-9,overall_sex,2020-01-01,Sarawak,indian,0.3
10-14,overall_sex,2020-01-01,Sarawak,indian,0.3
15-19,overall_sex,2020-01-01,Sarawak,indian,0.3
20-24,overall_sex,2020-01-01,Sarawak,indian,0.8
25-29,overall_sex,2020-01-01,Sarawak,indian,0.6
30-34,overall_sex,2020-01-01,Sarawak,indian,0.5
35-39,overall_sex,2020-01-01,Sarawak,indian,0.3
40-44,overall_sex,2020-01-01,Sarawak,indian,0.3
45-49,overall_sex,2020-01-01,Sarawak,indian,0.2
50-54,overall_sex,2020-01-01,Sarawak,indian,0.2
55-59,overall_sex,2020-01-01,Sarawak,indian,0.3
60-64,overall_sex,2020-01-01,Sarawak,indian,0.2
65-69,overall_sex,2020-01-01,Sarawak,indian,0.1
70-74,overall_sex,2020-01-01,Sarawak,indian,0.1
75-79,overall_sex,2020-01-01,Sarawak,indian,0.0
80-84,overall_sex,2020-01-01,Sarawak,indian,0.0
85+,overall_sex,2020-01-01,Sarawak,indian,0.0
overall_age,male,2020-01-01,Sarawak,indian,2.8
0-4,male,2020-01-01,Sarawak,indian,0.2
5-9,male,2020-01-01,Sarawak,indian,0.2
10-14,male,2020-01-01,Sarawak,indian,0.1
15-19,male,2020-01-01,Sarawak,indian,0.2
20-24,male,2020-01-01,Sarawak,indian,0.3
25-29,male,2020-01-01,Sarawak,indian,0.3
30-34,male,2020-01-01,Sarawak,indian,0.3
35-39,male,2020-01-01,Sarawak,indian,0.2
40-44,male,2020-01-01,Sarawak,indian,0.2
45-49,male,2020-01-01,Sarawak,indian,0.1
50-54,male,2020-01-01,Sarawak,indian,0.2
55-59,male,2020-01-01,Sarawak,indian,0.2
60-64,male,2020-01-01,Sarawak,indian,0.1
65-69,male,2020-01-01,Sarawak,indian,0.1
70-74,male,2020-01-01,Sarawak,indian,0.1
75-79,male,2020-01-01,Sarawak,indian,0.0
80-84,male,2020-01-01,Sarawak,indian,0.0
85+,male,2020-01-01,Sarawak,indian,0.0
overall_age,female,2020-01-01,Sarawak,indian,2.3
0-4,female,2020-01-01,Sarawak,indian,0.1
5-9,female,2020-01-01,Sarawak,indian,0.2
10-14,female,2020-01-01,Sarawak,indian,0.1
15-19,female,2020-01-01,Sarawak,indian,0.2
20-24,female,2020-01-01,Sarawak,indian,0.5
25-29,female,2020-01-01,Sarawak,indian,0.3
30-34,female,2020-01-01,Sarawak,indian,0.2
35-39,female,2020-01-01,Sarawak,indian,0.2
40-44,female,2020-01-01,Sarawak,indian,0.1
45-49,female,2020-01-01,Sarawak,indian,0.1
50-54,female,2020-01-01,Sarawak,indian,0.1
55-59,female,2020-01-01,Sarawak,indian,0.1
60-64,female,2020-01-01,Sarawak,indian,0.1
65-69,female,2020-01-01,Sarawak,indian,0.1
70-74,female,2020-01-01,Sarawak,indian,0.1
75-79,female,2020-01-01,Sarawak,indian,0.0
80-84,female,2020-01-01,Sarawak,indian,0.0
85+,female,2020-01-01,Sarawak,indian,0.0
overall_age,overall_sex,2020-01-01,Selangor,indian,726.0
0-4,overall_sex,2020-01-01,Selangor,indian,44.8
5-9,overall_sex,2020-01-01,Selangor,indian,54.0
10-14,overall_sex,2020-01-01,Selangor,indian,61.4
15-19,overall_sex,2020-01-01,Selangor,indian,52.7
20-24,overall_sex,2020-01-01,Selangor,indian,54.7
25-29,overall_sex,2020-01-01,Selangor,indian,60.0
30-34,overall_sex,2020-01-01,Selangor,indian,69.0
35-39,overall_sex,2020-01-01,Selangor,indian,69.0
40-44,overall_sex,2020-01-01,Selangor,indian,52.4
45-49,overall_sex,2020-01-01,Selangor,indian,46.8
50-54,overall_sex,2020-01-01,Selangor,indian,42.6
55-59,overall_sex,2020-01-01,Selangor,indian,38.5
60-64,overall_sex,2020-01-01,Selangor,indian,30.1
65-69,overall_sex,2020-01-01,Selangor,indian,21.6
70-74,overall_sex,2020-01-01,Selangor,indian,15.0
75-79,overall_sex,2020-01-01,Selangor,indian,6.7
80-84,overall_sex,2020-01-01,Selangor,indian,3.9
85+,overall_sex,2020-01-01,Selangor,indian,3.0
overall_age,male,2020-01-01,Selangor,indian,370.1
0-4,male,2020-01-01,Selangor,indian,22.7
5-9,male,2020-01-01,Selangor,indian,28.7
10-14,male,2020-01-01,Selangor,indian,30.5
15-19,male,2020-01-01,Selangor,indian,27.1
20-24,male,2020-01-01,Selangor,indian,28.2
25-29,male,2020-01-01,Selangor,indian,30.0
30-34,male,2020-01-01,Selangor,indian,34.6
35-39,male,2020-01-01,Selangor,indian,36.0
40-44,male,2020-01-01,Selangor,indian,28.0
45-49,male,2020-01-01,Selangor,indian,24.0
50-54,male,2020-01-01,Selangor,indian,21.8
55-59,male,2020-01-01,Selangor,indian,19.8
60-64,male,2020-01-01,Selangor,indian,14.7
65-69,male,2020-01-01,Selangor,indian,10.5
70-74,male,2020-01-01,Selangor,indian,6.9
75-79,male,2020-01-01,Selangor,indian,3.2
80-84,male,2020-01-01,Selangor,indian,2.0
85+,male,2020-01-01,Selangor,indian,1.4
overall_age,female,2020-01-01,Selangor,indian,356.0
0-4,female,2020-01-01,Selangor,indian,22.1
5-9,female,2020-01-01,Selangor,indian,25.3
10-14,female,2020-01-01,Selangor,indian,31.0
15-19,female,2020-01-01,Selangor,indian,25.6
20-24,female,2020-01-01,Selangor,indian,26.5
25-29,female,2020-01-01,Selangor,indian,30.0
30-34,female,2020-01-01,Selangor,indian,34.3
35-39,female,2020-01-01,Selangor,indian,32.9
40-44,female,2020-01-01,Selangor,indian,24.4
45-49,female,2020-01-01,Selangor,indian,22.8
50-54,female,2020-01-01,Selangor,indian,20.8
55-59,female,2020-01-01,Selangor,indian,18.8
60-64,female,2020-01-01,Selangor,indian,15.4
65-69,female,2020-01-01,Selangor,indian,11.0
70-74,female,2020-01-01,Selangor,indian,8.1
75-79,female,2020-01-01,Selangor,indian,3.5
80-84,female,2020-01-01,Selangor,indian,1.9
85+,female,2020-01-01,Selangor,indian,1.6
overall_age,overall_sex,2020-01-01,Terengganu,indian,2.1
0-4,overall_sex,2020-01-01,Terengganu,indian,0.1
5-9,overall_sex,2020-01-01,Terengganu,indian,0.1
10-14,overall_sex,2020-01-01,Terengganu,indian,0.1
15-19,overall_sex,2020-01-01,Terengganu,indian,0.2
20-24,overall_sex,2020-01-01,Terengganu,indian,0.6
25-29,overall_sex,2020-01-01,Terengganu,indian,0.1
30-34,overall_sex,2020-01-01,Terengganu,indian,0.1
35-39,overall_sex,2020-01-01,Terengganu,indian,0.1
40-44,overall_sex,2020-01-01,Terengganu,indian,0.1
45-49,overall_sex,2020-01-01,Terengganu,indian,0.1
50-54,overall_sex,2020-01-01,Terengganu,indian,0.1
55-59,overall_sex,2020-01-01,Terengganu,indian,0.1
60-64,overall_sex,2020-01-01,Terengganu,indian,0.1
65-69,overall_sex,2020-01-01,Terengganu,indian,0.0
70-74,overall_sex,2020-01-01,Terengganu,indian,0.0
75-79,overall_sex,2020-01-01,Terengganu,indian,0.0
80-84,overall_sex,2020-01-01,Terengganu,indian,0.0
85+,overall_sex,2020-01-01,Terengganu,indian,0.0
overall_age,male,2020-01-01,Terengganu,indian,1.0
0-4,male,2020-01-01,Terengganu,indian,0.0
5-9,male,2020-01-01,Terengganu,indian,0.1
10-14,male,2020-01-01,Terengganu,indian,0.1
15-19,male,2020-01-01,Terengganu,indian,0.1
20-24,male,2020-01-01,Terengganu,indian,0.2
25-29,male,2020-01-01,Terengganu,indian,0.1
30-34,male,2020-01-01,Terengganu,indian,0.1
35-39,male,2020-01-01,Terengganu,indian,0.1
40-44,male,2020-01-01,Terengganu,indian,0.1
45-49,male,2020-01-01,Terengganu,indian,0.0
50-54,male,2020-01-01,Terengganu,indian,0.1
55-59,male,2020-01-01,Terengganu,indian,0.1
60-64,male,2020-01-01,Terengganu,indian,0.0
65-69,male,2020-01-01,Terengganu,indian,0.0
70-74,male,2020-01-01,Terengganu,indian,0.0
75-79,male,2020-01-01,Terengganu,indian,0.0
80-84,male,2020-01-01,Terengganu,indian,0.0
85+,male,2020-01-01,Terengganu,indian,0.0
overall_age,female,2020-01-01,Terengganu,indian,1.1
0-4,female,2020-01-01,Terengganu,indian,0.0
5-9,female,2020-01-01,Terengganu,indian,0.1
10-14,female,2020-01-01,Terengganu,indian,0.1
15-19,female,2020-01-01,Terengganu,indian,0.1
20-24,female,2020-01-01,Terengganu,indian,0.4
25-29,female,2020-01-01,Terengganu,indian,0.1
30-34,female,2020-01-01,Terengganu,indian,0.0
35-39,female,2020-01-01,Terengganu,indian,0.0
40-44,female,2020-01-01,Terengganu,indian,0.1
45-49,female,2020-01-01,Terengganu,indian,0.1
50-54,female,2020-01-01,Terengganu,indian,0.0
55-59,female,2020-01-01,Terengganu,indian,0.0
60-64,female,2020-01-01,Terengganu,indian,0.0
65-69,female,2020-01-01,Terengganu,indian,0.0
70-74,female,2020-01-01,Terengganu,indian,0.0
75-79,female,2020-01-01,Terengganu,indian,0.0
80-84,female,2020-01-01,Terengganu,indian,0.0
85+,female,2020-01-01,Terengganu,indian,0.0
overall_age,overall_sex,2020-01-01,W.P. Kuala Lumpur,indian,178.1
0-4,overall_sex,2020-01-01,W.P. Kuala Lumpur,indian,10.7
5-9,overall_sex,2020-01-01,W.P. Kuala Lumpur,indian,11.0
10-14,overall_sex,2020-01-01,W.P. Kuala Lumpur,indian,13.9
15-19,overall_sex,2020-01-01,W.P. Kuala Lumpur,indian,14.7
20-24,overall_sex,2020-01-01,W.P. Kuala Lumpur,indian,11.2
25-29,overall_sex,2020-01-01,W.P. Kuala Lumpur,indian,13.6
30-34,overall_sex,2020-01-01,W.P. Kuala Lumpur,indian,17.0
35-39,overall_sex,2020-01-01,W.P. Kuala Lumpur,indian,20.0
40-44,overall_sex,2020-01-01,W.P. Kuala Lumpur,indian,16.3
45-49,overall_sex,2020-01-01,W.P. Kuala Lumpur,indian,14.2
50-54,overall_sex,2020-01-01,W.P. Kuala Lumpur,indian,9.3
55-59,overall_sex,2020-01-01,W.P. Kuala Lumpur,indian,8.8
60-64,overall_sex,2020-01-01,W.P. Kuala Lumpur,indian,5.8
65-69,overall_sex,2020-01-01,W.P. Kuala Lumpur,indian,4.6
70-74,overall_sex,2020-01-01,W.P. Kuala Lumpur,indian,3.5
75-79,overall_sex,2020-01-01,W.P. Kuala Lumpur,indian,1.8
80-84,overall_sex,2020-01-01,W.P. Kuala Lumpur,indian,1.1
85+,overall_sex,2020-01-01,W.P. Kuala Lumpur,indian,0.7
overall_age,male,2020-01-01,W.P. Kuala Lumpur,indian,91.5
0-4,male,2020-01-01,W.P. Kuala Lumpur,indian,5.3
5-9,male,2020-01-01,W.P. Kuala Lumpur,indian,5.8
10-14,male,2020-01-01,W.P. Kuala Lumpur,indian,7.7
15-19,male,2020-01-01,W.P. Kuala Lumpur,indian,8.1
20-24,male,2020-01-01,W.P. Kuala Lumpur,indian,6.0
25-29,male,2020-01-01,W.P. Kuala Lumpur,indian,6.7
30-34,male,2020-01-01,W.P. Kuala Lumpur,indian,8.5
35-39,male,2020-01-01,W.P. Kuala Lumpur,indian,10.1
40-44,male,2020-01-01,W.P. Kuala Lumpur,indian,8.3
45-49,male,2020-01-01,W.P. Kuala Lumpur,indian,7.4
50-54,male,2020-01-01,W.P. Kuala Lumpur,indian,4.7
55-59,male,2020-01-01,W.P. Kuala Lumpur,indian,4.4
60-64,male,2020-01-01,W.P. Kuala Lumpur,indian,2.8
65-69,male,2020-01-01,W.P. Kuala Lumpur,indian,2.3
70-74,male,2020-01-01,W.P. Kuala Lumpur,indian,1.6
75-79,male,2020-01-01,W.P. Kuala Lumpur,indian,0.8
80-84,male,2020-01-01,W.P. Kuala Lumpur,indian,0.6
85+,male,2020-01-01,W.P. Kuala Lumpur,indian,0.3
overall_age,female,2020-01-01,W.P. Kuala Lumpur,indian,86.6
0-4,female,2020-01-01,W.P. Kuala Lumpur,indian,5.4
5-9,female,2020-01-01,W.P. Kuala Lumpur,indian,5.1
10-14,female,2020-01-01,W.P. Kuala Lumpur,indian,6.2
15-19,female,2020-01-01,W.P. Kuala Lumpur,indian,6.7
20-24,female,2020-01-01,W.P. Kuala Lumpur,indian,5.2
25-29,female,2020-01-01,W.P. Kuala Lumpur,indian,6.9
30-34,female,2020-01-01,W.P. Kuala Lumpur,indian,8.5
35-39,female,2020-01-01,W.P. Kuala Lumpur,indian,9.9
40-44,female,2020-01-01,W.P. Kuala Lumpur,indian,8.0
45-49,female,2020-01-01,W.P. Kuala Lumpur,indian,6.8
50-54,female,2020-01-01,W.P. Kuala Lumpur,indian,4.5
55-59,female,2020-01-01,W.P. Kuala Lumpur,indian,4.4
60-64,female,2020-01-01,W.P. Kuala Lumpur,indian,3.0
65-69,female,2020-01-01,W.P. Kuala Lumpur,indian,2.3
70-74,female,2020-01-01,W.P. Kuala Lumpur,indian,1.8
75-79,female,2020-01-01,W.P. Kuala Lumpur,indian,1.0
80-84,female,2020-01-01,W.P. Kuala Lumpur,indian,0.5
85+,female,2020-01-01,W.P. Kuala Lumpur,indian,0.4
overall_age,overall_sex,2020-01-01,W.P. Labuan,indian,0.9
0-4,overall_sex,2020-01-01,W.P. Labuan,indian,0.1
5-9,overall_sex,2020-01-01,W.P. Labuan,indian,0.0
10-14,overall_sex,2020-01-01,W.P. Labuan,indian,0.1
15-19,overall_sex,2020-01-01,W.P. Labuan,indian,0.1
20-24,overall_sex,2020-01-01,W.P. Labuan,indian,0.1
25-29,overall_sex,2020-01-01,W.P. Labuan,indian,0.1
30-34,overall_sex,2020-01-01,W.P. Labuan,indian,0.1
35-39,overall_sex,2020-01-01,W.P. Labuan,indian,0.1
